state,state_name,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
vermont,Vermont,1978,1.5,0.46,1.56,3.52,355.5556,91.2868,323.8929,750.9333
vermont,Vermont,1979,1.53,0.46,1.47,3.46,362.6667,91.2868,305.2068,738.1333
vermont,Vermont,1980,1.43,0.48,1.38,3.29,338.963,95.2558,286.5207,701.8667
vermont,Vermont,1981,1.49,0.5,1.34,3.32,353.1852,99.2248,278.2157,708.2667
vermont,Vermont,1982,1.48,0.5,1.24,3.22,350.8148,99.2248,257.4534,686.9333
vermont,Vermont,1983,1.53,0.5,1.2,3.23,362.6667,99.2248,249.1484,689.0667
vermont,Vermont,1984,1.49,0.49,1.16,3.15,353.1852,97.2403,240.8435,672.0
vermont,Vermont,1985,1.51,0.56,1.1,3.17,357.9259,111.1318,228.3861,676.2667
vermont,Vermont,1986,1.57,0.6,1.06,3.22,372.1481,119.0698,220.0811,686.9333
vermont,Vermont,1987,1.58,0.59,1.0,3.18,374.5185,117.0853,207.6237,678.4
vermont,Vermont,1988,1.54,0.57,0.95,3.05,365.037,113.1163,197.2425,650.6667
vermont,Vermont,1989,1.49,0.53,0.89,2.91,353.1852,105.1783,184.7851,620.8
vermont,Vermont,1990,1.47,0.48,0.85,2.8,348.4444,95.2558,176.4801,597.3333
vermont,Vermont,1991,1.41,0.46,0.82,2.69,334.2222,91.2868,170.2514,573.8667
vermont,Vermont,1992,1.35,0.44,0.78,2.57,320.0,87.3178,161.9465,548.2667
vermont,Vermont,1993,1.34,0.44,0.74,2.52,317.6296,87.3178,153.6415,537.6
vermont,Vermont,1994,1.34,0.42,0.74,2.5,317.6296,83.3488,153.6415,533.3333
vermont,Vermont,1995,1.28,0.41,0.66,2.35,303.4074,81.3643,137.0316,501.3333
vermont,Vermont,1996,1.35,0.43,0.64,2.42,320.0,85.3333,132.8792,516.2667
vermont,Vermont,1997,1.3,0.45,0.63,2.38,308.1481,89.3023,130.8029,507.7333
vermont,Vermont,1998,1.31,0.46,0.62,2.39,310.5185,91.2868,128.7267,509.8667
vermont,Vermont,1999,1.32,0.48,0.62,2.42,312.8889,95.2558,128.7267,516.2667
vermont,Vermont,2000,1.32,0.49,0.63,2.43,312.8889,97.2403,130.8029,518.4
vermont,Vermont,2001,1.34,0.48,0.63,2.45,317.6296,95.2558,130.8029,522.6667
vermont,Vermont,2002,1.34,0.51,0.63,2.48,317.6296,101.2093,130.8029,529.0667
vermont,Vermont,2003,1.34,0.52,0.65,2.51,317.6296,103.1938,134.9554,535.4667
vermont,Vermont,2004,1.34,0.55,0.66,2.56,317.6296,109.1473,137.0316,546.1333
vermont,Vermont,2005,1.44,0.57,0.68,2.69,341.3333,113.1163,141.1841,573.8667
vermont,Vermont,2006,1.45,0.6,0.69,2.73,343.7037,119.0698,143.2603,582.4
vermont,Vermont,2007,1.46,0.62,0.7,2.78,346.0741,123.0388,145.3366,593.0667
vermont,Vermont,2008,1.45,0.63,0.71,2.79,343.7037,125.0233,147.4128,595.2
vermont,Vermont,2009,1.43,0.64,0.7,2.77,338.963,127.0078,145.3366,590.9333
vermont,Vermont,2010,1.44,0.64,0.71,2.8,341.3333,127.0078,147.4128,597.3333
vermont,Vermont,2011,1.46,0.68,0.71,2.85,346.0741,134.9457,147.4128,608.0
vermont,Vermont,2012,1.51,0.7,0.71,2.93,357.9259,138.9147,147.4128,625.0667
vermont,Vermont,2013,1.55,0.74,0.72,3.01,367.4074,146.8527,149.4891,642.1333
vermont,Vermont,2014,1.56,0.78,0.72,3.06,369.7778,154.7907,149.4891,652.8
vermont,Vermont,2015,1.57,0.78,0.73,3.08,372.1481,154.7907,151.5653,657.0667
vermont,Vermont,2016,1.57,0.79,0.73,3.09,372.1481,156.7752,151.5653,659.2
vermont,Vermont,2017,1.55,0.8,0.74,3.09,367.4074,158.7597,153.6415,659.2
vermont,Vermont,2018,1.53,0.78,0.76,3.06,362.6667,154.7907,157.794,652.8
vermont,Vermont,2019,1.58,0.75,0.77,3.11,374.5185,148.8372,159.8702,663.4667
vermont,Vermont,2020,1.58,0.73,0.81,3.12,374.5185,144.8682,168.1752,665.6
vermont,Vermont,2021,1.59,0.74,0.81,3.14,376.8889,146.8527,168.1752,669.8667
vermont,Vermont,2022,1.55,0.72,0.8,3.08,367.4074,142.8837,166.0989,657.0667
vermont,Vermont,2023,1.5,0.7,0.77,2.96,355.5556,138.9147,159.8702,631.4667
virginia,Virginia,1977,1.17,0.21,0.89,2.27,277.3333,41.6744,184.7851,484.2667
virginia,Virginia,1978,1.2,0.21,0.89,2.3,284.4444,41.6744,184.7851,490.6667
virginia,Virginia,1979,1.21,0.25,0.9,2.36,286.8148,49.6124,186.8613,503.4667
virginia,Virginia,1980,1.23,0.25,0.9,2.38,291.5556,49.6124,186.8613,507.7333
virginia,Virginia,1981,1.23,0.27,0.89,2.39,291.5556,53.5814,184.7851,509.8667
virginia,Virginia,1982,1.46,0.27,0.86,2.59,346.0741,53.5814,178.5564,552.5333
virginia,Virginia,1983,1.47,0.27,0.82,2.56,348.4444,53.5814,170.2514,546.1333
virginia,Virginia,1984,1.46,0.29,0.8,2.55,346.0741,57.5504,166.0989,544.0
virginia,Virginia,1985,1.45,0.3,0.79,2.54,343.7037,59.5349,164.0227,541.8667
virginia,Virginia,1986,1.52,0.27,0.73,2.52,360.2963,53.5814,151.5653,537.6
virginia,Virginia,1987,1.39,0.25,0.7,2.35,329.4815,49.6124,145.3366,501.3333
virginia,Virginia,1988,1.31,0.25,0.67,2.24,310.5185,49.6124,139.1079,477.8667
virginia,Virginia,1989,1.23,0.31,0.65,2.18,291.5556,61.5194,134.9554,465.0667
virginia,Virginia,1990,1.25,0.3,0.62,2.18,296.2963,59.5349,128.7267,465.0667
virginia,Virginia,1991,1.2,0.28,0.58,2.06,284.4444,55.5659,120.4217,439.4667
virginia,Virginia,1992,1.25,0.28,0.57,2.1,296.2963,55.5659,118.3455,448.0
virginia,Virginia,1993,1.24,0.27,0.54,2.05,293.9259,53.5814,112.1168,437.3333
virginia,Virginia,1994,1.2,0.27,0.51,1.99,284.4444,53.5814,105.8881,424.5333
virginia,Virginia,1995,1.15,0.29,0.5,1.94,272.5926,57.5504,103.8118,413.8667
virginia,Virginia,1996,1.12,0.3,0.49,1.91,265.4815,59.5349,101.7356,407.4667
virginia,Virginia,1997,1.11,0.29,0.48,1.88,263.1111,57.5504,99.6594,401.0667
virginia,Virginia,1998,1.17,0.3,0.47,1.95,277.3333,59.5349,97.5831,416.0
virginia,Virginia,1999,1.18,0.32,0.48,1.97,279.7037,63.5039,99.6594,420.2667
virginia,Virginia,2000,1.16,0.31,0.49,1.97,274.963,61.5194,101.7356,420.2667
virginia,Virginia,2001,1.15,0.32,0.5,1.97,272.5926,63.5039,103.8118,420.2667
virginia,Virginia,2002,1.15,0.34,0.51,2.0,272.5926,67.4729,105.8881,426.6667
virginia,Virginia,2003,1.14,0.36,0.52,2.02,270.2222,71.4419,107.9643,430.9333
virginia,Virginia,2004,1.14,0.37,0.53,2.04,270.2222,73.4264,110.0406,435.2
virginia,Virginia,2005,1.13,0.38,0.54,2.05,267.8519,75.4109,112.1168,437.3333
virginia,Virginia,2006,1.13,0.39,0.56,2.08,267.8519,77.3953,116.2693,443.7333
virginia,Virginia,2007,1.13,0.41,0.57,2.1,267.8519,81.3643,118.3455,448.0
virginia,Virginia,2008,1.12,0.42,0.58,2.12,265.4815,83.3488,120.4217,452.2667
virginia,Virginia,2009,1.1,0.42,0.58,2.11,260.7407,83.3488,120.4217,450.1333
virginia,Virginia,2010,1.08,0.44,0.6,2.12,256.0,87.3178,124.5742,452.2667
virginia,Virginia,2011,1.05,0.46,0.61,2.12,248.8889,91.2868,126.6504,452.2667
virginia,Virginia,2012,1.04,0.46,0.62,2.13,246.5185,91.2868,128.7267,454.4
virginia,Virginia,2013,1.02,0.46,0.62,2.1,241.7778,91.2868,128.7267,448.0
virginia,Virginia,2014,1.01,0.47,0.63,2.11,239.4074,93.2713,130.8029,450.1333
virginia,Virginia,2015,1.0,0.48,0.65,2.13,237.037,95.2558,134.9554,454.4
virginia,Virginia,2016,1.0,0.49,0.66,2.14,237.037,97.2403,137.0316,456.5333
virginia,Virginia,2017,0.96,0.49,0.67,2.13,227.5556,97.2403,139.1079,454.4
virginia,Virginia,2018,0.94,0.49,0.7,2.13,222.8148,97.2403,145.3366,454.4
virginia,Virginia,2019,0.95,0.49,0.72,2.16,225.1852,97.2403,149.4891,460.8
virginia,Virginia,2020,0.96,0.52,0.78,2.26,227.5556,103.1938,161.9465,482.1333
virginia,Virginia,2021,0.94,0.53,0.79,2.26,222.8148,105.1783,164.0227,482.1333
virginia,Virginia,2022,0.9,0.51,0.78,2.19,213.3333,101.2093,161.9465,467.2
virginia,Virginia,2023,0.84,0.51,0.78,2.12,199.1111,101.2093,161.9465,452.2667
washington,Washington,1977,1.34,0.45,1.06,2.85,317.6296,89.3023,220.0811,608.0
washington,Washington,1978,1.36,0.47,1.07,2.91,322.3704,93.2713,222.1573,620.8
washington,Washington,1979,1.39,0.47,1.08,2.94,329.4815,93.2713,224.2336,627.2
washington,Washington,1980,1.51,0.51,1.08,3.1,357.9259,101.2093,224.2336,661.3333
washington,Washington,1981,1.38,0.54,1.04,2.96,327.1111,107.1628,215.9286,631.4667
washington,Washington,1982,1.32,0.52,0.98,2.83,312.8889,103.1938,203.4712,603.7333
washington,Washington,1983,1.29,0.54,0.94,2.76,305.7778,107.1628,195.1663,588.8
washington,Washington,1984,1.23,0.57,0.91,2.7,291.5556,113.1163,188.9376,576.0
washington,Washington,1985,1.21,0.59,0.87,2.67,286.8148,117.0853,180.6326,569.6
washington,Washington,1986,1.23,0.61,0.82,2.66,291.5556,121.0543,170.2514,567.4667
washington,Washington,1987,1.24,0.56,0.79,2.59,293.9259,111.1318,164.0227,552.5333
washington,Washington,1988,1.23,0.5,0.77,2.51,291.5556,99.2248,159.8702,535.4667
washington,Washington,1989,1.25,0.47,0.76,2.47,296.2963,93.2713,157.794,526.9333
washington,Washington,1990,1.27,0.46,0.76,2.49,301.037,91.2868,157.794,531.2
washington,Washington,1991,1.23,0.43,0.73,2.39,291.5556,85.3333,151.5653,509.8667
washington,Washington,1992,1.26,0.46,0.72,2.44,298.6667,91.2868,149.4891,520.5333
washington,Washington,1993,1.19,0.39,0.69,2.27,282.0741,77.3953,143.2603,484.2667
washington,Washington,1994,1.18,0.39,0.65,2.23,279.7037,77.3953,134.9554,475.7333
washington,Washington,1995,1.17,0.4,0.63,2.2,277.3333,79.3798,130.8029,469.3333
washington,Washington,1996,1.09,0.4,0.63,2.12,258.3704,79.3798,130.8029,452.2667
washington,Washington,1997,1.09,0.42,0.63,2.15,258.3704,83.3488,130.8029,458.6667
washington,Washington,1998,1.12,0.39,0.63,2.14,265.4815,77.3953,130.8029,456.5333
washington,Washington,1999,1.11,0.4,0.63,2.14,263.1111,79.3798,130.8029,456.5333
washington,Washington,2000,1.11,0.41,0.66,2.18,263.1111,81.3643,137.0316,465.0667
washington,Washington,2001,1.09,0.4,0.65,2.15,258.3704,79.3798,134.9554,458.6667
washington,Washington,2002,1.09,0.43,0.66,2.17,258.3704,85.3333,137.0316,462.9333
washington,Washington,2003,1.07,0.47,0.68,2.21,253.6296,93.2713,141.1841,471.4667
washington,Washington,2004,1.11,0.53,0.66,2.3,263.1111,105.1783,137.0316,490.6667
washington,Washington,2005,1.11,0.55,0.68,2.34,263.1111,109.1473,141.1841,499.2
washington,Washington,2006,1.08,0.48,0.72,2.28,256.0,95.2558,149.4891,486.4
washington,Washington,2007,1.14,0.5,0.74,2.38,270.2222,99.2248,153.6415,507.7333
washington,Washington,2008,1.11,0.5,0.75,2.37,263.1111,99.2248,155.7178,505.6
washington,Washington,2009,1.1,0.51,0.74,2.34,260.7407,101.2093,153.6415,499.2
washington,Washington,2010,1.01,0.52,0.73,2.25,239.4074,103.1938,151.5653,480.0
washington,Washington,2011,0.97,0.54,0.75,2.25,229.9259,107.1628,155.7178,480.0
washington,Washington,2012,0.96,0.53,0.76,2.26,227.5556,105.1783,157.794,482.1333
washington,Washington,2013,0.95,0.53,0.76,2.24,225.1852,105.1783,157.794,477.8667
washington,Washington,2014,0.97,0.53,0.76,2.26,229.9259,105.1783,157.794,482.1333
washington,Washington,2015,0.97,0.53,0.77,2.26,229.9259,105.1783,159.8702,482.1333
washington,Washington,2016,0.96,0.52,0.78,2.26,227.5556,103.1938,161.9465,482.1333
washington,Washington,2017,0.93,0.52,0.79,2.23,220.4444,103.1938,164.0227,475.7333
washington,Washington,2018,0.91,0.51,0.81,2.22,215.7037,101.2093,168.1752,473.6
washington,Washington,2019,0.89,0.51,0.82,2.22,210.963,101.2093,170.2514,473.6
washington,Washington,2020,0.88,0.5,0.87,2.25,208.5926,99.2248,180.6326,480.0
washington,Washington,2021,0.88,0.51,0.9,2.29,208.5926,101.2093,186.8613,488.5333
washington,Washington,2022,0.85,0.5,0.9,2.24,201.4815,99.2248,186.8613,477.8667
washington,Washington,2023,0.81,0.48,0.88,2.17,192.0,95.2558,182.7088,462.9333
west region,West Region,1977,1.35,0.53,1.2,3.08,320.0,105.1783,249.1484,657.0667
west region,West Region,1978,1.39,0.55,1.23,3.18,329.4815,109.1473,255.3771,678.4
west region,West Region,1979,1.45,0.56,1.2,3.22,343.7037,111.1318,249.1484,686.9333
west region,West Region,1980,1.47,0.59,1.19,3.24,348.4444,117.0853,247.0722,691.2
west region,West Region,1981,1.49,0.6,1.16,3.24,353.1852,119.0698,240.8435,691.2
west region,West Region,1982,1.44,0.59,1.1,3.13,341.3333,117.0853,228.3861,667.7333
west region,West Region,1983,1.42,0.61,1.07,3.1,336.5926,121.0543,222.1573,661.3333
west region,West Region,1984,1.4,0.61,1.03,3.04,331.8519,121.0543,213.8524,648.5333
west region,West Region,1985,1.37,0.65,0.99,3.01,324.7407,128.9922,205.5474,642.1333
west region,West Region,1986,1.39,0.65,0.92,2.96,329.4815,128.9922,191.0138,631.4667
west region,West Region,1987,1.38,0.62,0.89,2.89,327.1111,123.0388,184.7851,616.5333
west region,West Region,1988,1.36,0.56,0.86,2.79,322.3704,111.1318,178.5564,595.2
west region,West Region,1989,1.35,0.51,0.84,2.69,320.0,101.2093,174.4039,573.8667
west region,West Region,1990,1.37,0.5,0.84,2.71,324.7407,99.2248,174.4039,578.1333
west region,West Region,1991,1.3,0.44,0.76,2.5,308.1481,87.3178,157.794,533.3333
west region,West Region,1992,1.33,0.45,0.76,2.54,315.2593,89.3023,157.794,541.8667
west region,West Region,1993,1.26,0.42,0.72,2.39,298.6667,83.3488,149.4891,509.8667
west region,West Region,1994,1.2,0.41,0.7,2.31,284.4444,81.3643,145.3366,492.8
west region,West Region,1995,1.23,0.4,0.66,2.29,291.5556,79.3798,137.0316,488.5333
west region,West Region,1996,1.22,0.43,0.67,2.32,289.1852,85.3333,139.1079,494.9333
west region,West Region,1997,1.2,0.44,0.65,2.3,284.4444,87.3178,134.9554,490.6667
west region,West Region,1998,1.19,0.43,0.64,2.26,282.0741,85.3333,132.8792,482.1333
west region,West Region,1999,1.2,0.43,0.65,2.29,284.4444,85.3333,134.9554,488.5333
west region,West Region,2000,1.21,0.43,0.68,2.32,286.8148,85.3333,141.1841,494.9333
west region,West Region,2001,1.19,0.43,0.68,2.3,282.0741,85.3333,141.1841,490.6667
west region,West Region,2002,1.18,0.44,0.68,2.3,279.7037,87.3178,141.1841,490.6667
west region,West Region,2003,1.17,0.46,0.69,2.32,277.3333,91.2868,143.2603,494.9333
west region,West Region,2004,1.17,0.48,0.71,2.35,277.3333,95.2558,147.4128,501.3333
west region,West Region,2005,1.14,0.5,0.73,2.36,270.2222,99.2248,151.5653,503.4667
west region,West Region,2006,1.13,0.51,0.76,2.4,267.8519,101.2093,157.794,512.0
west region,West Region,2007,1.17,0.49,0.76,2.42,277.3333,97.2403,157.794,516.2667
west region,West Region,2008,1.15,0.51,0.76,2.42,272.5926,101.2093,157.794,516.2667
west region,West Region,2009,1.11,0.52,0.76,2.38,263.1111,103.1938,157.794,507.7333
west region,West Region,2010,1.06,0.48,0.76,2.31,251.2593,95.2558,157.794,492.8
west region,West Region,2011,1.04,0.54,0.78,2.36,246.5185,107.1628,161.9465,503.4667
west region,West Region,2012,1.05,0.57,0.81,2.43,248.8889,113.1163,168.1752,518.4
west region,West Region,2013,1.05,0.55,0.81,2.41,248.8889,109.1473,168.1752,514.1333
west region,West Region,2014,1.06,0.55,0.8,2.42,251.2593,109.1473,166.0989,516.2667
west region,West Region,2015,1.05,0.52,0.82,2.38,248.8889,103.1938,170.2514,507.7333
west region,West Region,2016,1.03,0.55,0.84,2.43,244.1481,109.1473,174.4039,518.4
west region,West Region,2017,1.01,0.54,0.85,2.41,239.4074,107.1628,176.4801,514.1333
west region,West Region,2018,1.03,0.56,0.91,2.5,244.1481,111.1318,188.9376,533.3333
west region,West Region,2019,1.06,0.53,0.92,2.51,251.2593,105.1783,191.0138,535.4667
west region,West Region,2020,1.06,0.53,0.98,2.57,251.2593,105.1783,203.4712,548.2667
west region,West Region,2021,1.08,0.55,1.07,2.7,256.0,109.1473,222.1573,576.0
west region,West Region,2022,1.07,0.53,1.13,2.73,253.6296,105.1783,234.6148,582.4
west region,West Region,2023,1.04,0.52,1.17,2.73,246.5185,103.1938,242.9197,582.4
west virginia,West Virginia,1977,0.95,0.09,0.76,1.8,225.1852,17.8605,157.794,384.0
west virginia,West Virginia,1978,0.93,0.09,0.76,1.78,220.4444,17.8605,157.794,379.7333
west virginia,West Virginia,1979,0.94,0.09,0.75,1.77,222.8148,17.8605,155.7178,377.6
west virginia,West Virginia,1980,1.0,0.09,0.72,1.81,237.037,17.8605,149.4891,386.1333
west virginia,West Virginia,1981,1.05,0.14,0.65,1.85,248.8889,27.7829,134.9554,394.6667
west virginia,West Virginia,1982,1.11,0.14,0.55,1.8,263.1111,27.7829,114.193,384.0
west virginia,West Virginia,1983,1.14,0.13,0.49,1.76,270.2222,25.7984,101.7356,375.4667
west virginia,West Virginia,1984,1.13,0.12,0.45,1.7,267.8519,23.814,93.4307,362.6667
west virginia,West Virginia,1985,1.13,0.13,0.42,1.69,267.8519,25.7984,87.2019,360.5333
west virginia,West Virginia,1986,1.12,0.13,0.42,1.67,265.4815,25.7984,87.2019,356.2667
west virginia,West Virginia,1987,1.13,0.13,0.41,1.68,267.8519,25.7984,85.1257,358.4
west virginia,West Virginia,1988,1.15,0.12,0.41,1.68,272.5926,23.814,85.1257,358.4
west virginia,West Virginia,1989,1.15,0.11,0.39,1.65,272.5926,21.8295,80.9732,352.0
west virginia,West Virginia,1990,1.2,0.1,0.42,1.72,284.4444,19.845,87.2019,366.9333
west virginia,West Virginia,1991,1.18,0.09,0.43,1.7,279.7037,17.8605,89.2782,362.6667
west virginia,West Virginia,1992,1.16,0.09,0.41,1.66,274.963,17.8605,85.1257,354.1333
west virginia,West Virginia,1993,1.18,0.08,0.4,1.67,279.7037,15.876,83.0495,356.2667
west virginia,West Virginia,1994,1.17,0.08,0.39,1.64,277.3333,15.876,80.9732,349.8667
west virginia,West Virginia,1995,1.12,0.08,0.38,1.58,265.4815,15.876,78.897,337.0667
west virginia,West Virginia,1996,1.12,0.09,0.37,1.58,265.4815,17.8605,76.8208,337.0667
west virginia,West Virginia,1997,1.12,0.09,0.37,1.58,265.4815,17.8605,76.8208,337.0667
west virginia,West Virginia,1998,1.18,0.09,0.36,1.64,279.7037,17.8605,74.7445,349.8667
west virginia,West Virginia,1999,1.22,0.1,0.37,1.69,289.1852,19.845,76.8208,360.5333
west virginia,West Virginia,2000,1.24,0.1,0.36,1.7,293.9259,19.845,74.7445,362.6667
west virginia,West Virginia,2001,1.25,0.1,0.37,1.72,296.2963,19.845,76.8208,366.9333
west virginia,West Virginia,2002,1.26,0.1,0.38,1.74,298.6667,19.845,78.897,371.2
west virginia,West Virginia,2003,1.23,0.1,0.38,1.72,291.5556,19.845,78.897,366.9333
west virginia,West Virginia,2004,1.25,0.1,0.39,1.75,296.2963,19.845,80.9732,373.3333
west virginia,West Virginia,2005,1.23,0.1,0.4,1.73,291.5556,19.845,83.0495,369.0667
west virginia,West Virginia,2006,1.21,0.1,0.41,1.72,286.8148,19.845,85.1257,366.9333
west virginia,West Virginia,2007,1.23,0.1,0.42,1.75,291.5556,19.845,87.2019,373.3333
west virginia,West Virginia,2008,1.25,0.1,0.43,1.79,296.2963,19.845,89.2782,381.8667
west virginia,West Virginia,2009,1.23,0.1,0.44,1.77,291.5556,19.845,91.3544,377.6
west virginia,West Virginia,2010,1.23,0.1,0.44,1.78,291.5556,19.845,91.3544,379.7333
west virginia,West Virginia,2011,1.22,0.1,0.46,1.78,289.1852,19.845,95.5069,379.7333
west virginia,West Virginia,2012,1.24,0.1,0.47,1.8,293.9259,19.845,97.5831,384.0
west virginia,West Virginia,2013,1.24,0.1,0.46,1.8,293.9259,19.845,95.5069,384.0
west virginia,West Virginia,2014,1.21,0.1,0.47,1.78,286.8148,19.845,97.5831,379.7333
west virginia,West Virginia,2015,1.21,0.11,0.47,1.78,286.8148,21.8295,97.5831,379.7333
west virginia,West Virginia,2016,1.19,0.11,0.46,1.76,282.0741,21.8295,95.5069,375.4667
west virginia,West Virginia,2017,1.17,0.11,0.46,1.74,277.3333,21.8295,95.5069,371.2
west virginia,West Virginia,2018,1.15,0.11,0.47,1.74,272.5926,21.8295,97.5831,371.2
west virginia,West Virginia,2019,1.15,0.11,0.5,1.75,272.5926,21.8295,103.8118,373.3333
west virginia,West Virginia,2020,1.14,0.11,0.56,1.82,270.2222,21.8295,116.2693,388.2667
west virginia,West Virginia,2021,1.15,0.11,0.58,1.83,272.5926,21.8295,120.4217,390.4
west virginia,West Virginia,2022,1.1,0.11,0.57,1.78,260.7407,21.8295,118.3455,379.7333
west virginia,West Virginia,2023,1.04,0.1,0.57,1.71,246.5185,19.845,118.3455,364.8
wisconsin,Wisconsin,1977,1.81,0.27,1.28,3.37,429.037,53.5814,265.7583,718.9333
wisconsin,Wisconsin,1978,1.83,0.28,1.2,3.31,433.7778,55.5659,249.1484,706.1333
wisconsin,Wisconsin,1979,1.92,0.28,1.19,3.39,455.1111,55.5659,247.0722,723.2
wisconsin,Wisconsin,1980,1.95,0.31,1.19,3.45,462.2222,61.5194,247.0722,736.0
wisconsin,Wisconsin,1981,1.96,0.32,1.21,3.48,464.5926,63.5039,251.2247,742.4
wisconsin,Wisconsin,1982,1.95,0.3,1.05,3.3,462.2222,59.5349,218.0049,704.0
wisconsin,Wisconsin,1983,1.94,0.34,1.07,3.35,459.8519,67.4729,222.1573,714.6667
wisconsin,Wisconsin,1984,1.87,0.31,1.03,3.21,443.2593,61.5194,213.8524,684.8
wisconsin,Wisconsin,1985,1.83,0.32,1.06,3.2,433.7778,63.5039,220.0811,682.6667
wisconsin,Wisconsin,1986,1.88,0.34,0.96,3.18,445.6296,67.4729,199.3187,678.4
wisconsin,Wisconsin,1987,1.8,0.36,0.98,3.14,426.6667,71.4419,203.4712,669.8667
wisconsin,Wisconsin,1988,1.76,0.33,0.95,3.05,417.1852,65.4884,197.2425,650.6667
wisconsin,Wisconsin,1989,1.72,0.31,0.96,2.99,407.7037,61.5194,199.3187,637.8667
wisconsin,Wisconsin,1990,1.74,0.31,1.03,3.07,412.4444,61.5194,213.8524,654.9333
wisconsin,Wisconsin,1991,1.65,0.27,0.84,2.76,391.1111,53.5814,174.4039,588.8
wisconsin,Wisconsin,1992,1.59,0.25,0.9,2.74,376.8889,49.6124,186.8613,584.5333
wisconsin,Wisconsin,1993,1.59,0.22,0.89,2.71,376.8889,43.6589,184.7851,578.1333
wisconsin,Wisconsin,1994,1.58,0.22,0.91,2.72,374.5185,43.6589,188.9376,580.2667
wisconsin,Wisconsin,1995,1.64,0.23,0.87,2.73,388.7407,45.6434,180.6326,582.4
wisconsin,Wisconsin,1996,1.53,0.24,0.88,2.65,362.6667,47.6279,182.7088,565.3333
wisconsin,Wisconsin,1997,1.57,0.25,0.89,2.71,372.1481,49.6124,184.7851,578.1333
wisconsin,Wisconsin,1998,1.58,0.26,0.9,2.74,374.5185,51.5969,186.8613,584.5333
wisconsin,Wisconsin,1999,1.53,0.26,0.92,2.72,362.6667,51.5969,191.0138,580.2667
wisconsin,Wisconsin,2000,1.53,0.27,0.95,2.76,362.6667,53.5814,197.2425,588.8
wisconsin,Wisconsin,2001,1.54,0.26,0.95,2.75,365.037,51.5969,197.2425,586.6667
wisconsin,Wisconsin,2002,1.56,0.28,0.98,2.82,369.7778,55.5659,203.4712,601.6
wisconsin,Wisconsin,2003,1.53,0.29,1.0,2.82,362.6667,57.5504,207.6237,601.6
wisconsin,Wisconsin,2004,1.53,0.3,1.02,2.85,362.6667,59.5349,211.7762,608.0
wisconsin,Wisconsin,2005,1.58,0.31,1.07,2.95,374.5185,61.5194,222.1573,629.3333
wisconsin,Wisconsin,2006,1.58,0.32,1.09,2.99,374.5185,63.5039,226.3098,637.8667
wisconsin,Wisconsin,2007,1.56,0.33,1.11,3.0,369.7778,65.4884,230.4623,640.0
wisconsin,Wisconsin,2008,1.55,0.34,1.13,3.01,367.4074,67.4729,234.6148,642.1333
wisconsin,Wisconsin,2009,1.49,0.31,1.16,2.96,353.1852,61.5194,240.8435,631.4667
wisconsin,Wisconsin,2010,1.49,0.32,1.13,2.94,353.1852,63.5039,234.6148,627.2
wisconsin,Wisconsin,2011,1.46,0.37,1.16,2.99,346.0741,73.4264,240.8435,637.8667
wisconsin,Wisconsin,2012,1.46,0.37,1.19,3.02,346.0741,73.4264,247.0722,644.2667
wisconsin,Wisconsin,2013,1.45,0.38,1.17,3.0,343.7037,75.4109,242.9197,640.0
wisconsin,Wisconsin,2014,1.42,0.38,1.18,2.98,336.5926,75.4109,244.9959,635.7333
wisconsin,Wisconsin,2015,1.39,0.39,1.2,2.98,329.4815,77.3953,249.1484,635.7333
wisconsin,Wisconsin,2016,1.36,0.4,1.22,2.99,322.3704,79.3798,253.3009,637.8667
wisconsin,Wisconsin,2017,1.33,0.4,1.26,2.99,315.2593,79.3798,261.6058,637.8667
wisconsin,Wisconsin,2018,1.29,0.39,1.25,2.93,305.7778,77.3953,259.5296,625.0667
wisconsin,Wisconsin,2019,1.27,0.39,1.29,2.95,301.037,77.3953,267.8345,629.3333
wisconsin,Wisconsin,2020,1.25,0.41,1.41,3.08,296.2963,81.3643,292.7494,657.0667
wisconsin,Wisconsin,2021,1.25,0.42,1.51,3.18,296.2963,83.3488,313.5118,678.4
